nshot_prompt,noshot_prompt,context,answer,completion_0,completion_intervention_0,correct_0,correct_intervention_0,completion_1,completion_intervention_1,correct_1,correct_intervention_1,completion_2,completion_intervention_2,correct_2,correct_intervention_2,completion_3,completion_intervention_3,correct_3,correct_intervention_3,completion_4,completion_intervention_4,correct_4,correct_intervention_4,completion_5,completion_intervention_5,correct_5,correct_intervention_5,completion_6,completion_intervention_6,correct_6,correct_intervention_6,completion_7,completion_intervention_7,correct_7,correct_intervention_7,completion_8,completion_intervention_8,correct_8,correct_intervention_8,completion_9,completion_intervention_9,correct_9,correct_intervention_9,completion_10,completion_intervention_10,correct_10,correct_intervention_10,completion_11,completion_intervention_11,correct_11,correct_intervention_11,completion_12,completion_intervention_12,correct_12,correct_intervention_12,completion_13,completion_intervention_13,correct_13,correct_intervention_13,completion_14,completion_intervention_14,correct_14,correct_intervention_14,completion_15,completion_intervention_15,correct_15,correct_intervention_15,completion_16,completion_intervention_16,correct_16,correct_intervention_16,completion_17,completion_intervention_17,correct_17,correct_intervention_17,completion_18,completion_intervention_18,correct_18,correct_intervention_18,completion_19,completion_intervention_19,correct_19,correct_intervention_19,completion_20,completion_intervention_20,correct_20,correct_intervention_20,completion_21,completion_intervention_21,correct_21,correct_intervention_21,completion_22,completion_intervention_22,correct_22,correct_intervention_22,completion_23,completion_intervention_23,correct_23,correct_intervention_23,completion_24,completion_intervention_24,correct_24,correct_intervention_24,completion_25,completion_intervention_25,correct_25,correct_intervention_25,completion_26,completion_intervention_26,correct_26,correct_intervention_26,completion_27,completion_intervention_27,correct_27,correct_intervention_27,completion_28,completion_intervention_28,correct_28,correct_intervention_28,completion_29,completion_intervention_29,correct_29,correct_intervention_29,completion_30,completion_intervention_30,correct_30,correct_intervention_30,completion_31,completion_intervention_31,correct_31,correct_intervention_31
"Q: insult
A: compliment

Q: non-surgical
A: surgical

Q: import
A: export

Q: limited
A: unlimited

Q: constitutional
A: unconstitutional

Q: heat
A:","Q: heat
A:","Q: insult
A: compliment

Q: non-surgical
A: surgical

Q: import
A: export

Q: limited
A: unlimited

Q: constitutional
A: unconstitutional

",chill,The heat is,10,False,False,The heat is,10,False,False,The heat is,10,False,False,The heat is,10,False,False,The heat is,10,False,False,The heat is,10,False,False,The heat is,10,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,heat,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The temperature of,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,The heat is,False,False,The heat is,1.,False,False
"Q: fat
A: thin

Q: observe
A: ignore

Q: invent
A: destroy

Q: stale
A: fresh

Q: overt
A: covert

Q: unpopular
A:","Q: unpopular
A:","Q: fat
A: thin

Q: observe
A: ignore

Q: invent
A: destroy

Q: stale
A: fresh

Q: overt
A: covert

",popular,I think it,11,False,False,I think it,: : :,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False,I think it,unpopular,False,False
"Q: suck
A: blow

Q: red
A: blue

Q: law
A: crime

Q: invalid
A: valid

Q: borrower
A: lender

Q: summer
A:","Q: summer
A:","Q: suck
A: blow

Q: red
A: blue

Q: law
A: crime

Q: invalid
A: valid

Q: borrower
A: lender

",winter,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,summer,False,False,Summer is the,The summer is,False,False,Summer is the,The summer is,False,False,Summer is the,The summer is,False,False,Summer is the,summer,False,False,Summer is the,The summer is,False,False,Summer is the,1.,False,False
"Q: rough
A: gentle

Q: slowing
A: speeding

Q: unused
A: used

Q: practical
A: imaginative

Q: gentleness
A: force

Q: primary
A:","Q: primary
A:","Q: rough
A: gentle

Q: slowing
A: speeding

Q: unused
A: used

Q: practical
A: imaginative

Q: gentleness
A: force

",alternate,The primary is,: : :,False,False,The primary is,primary,False,False,The primary is,1.,False,False,The primary is,1.,False,False,The primary is,1.,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,primary,False,False,The primary is,The primary is,False,False,The primary is,1.,False,False
"Q: unintellectual
A: intellectual

Q: functional
A: defective

Q: cow
A: bull

Q: authoritarian
A: libertarian

Q: give
A: take

Q: deplete
A:","Q: deplete
A:","Q: unintellectual
A: intellectual

Q: functional
A: defective

Q: cow
A: bull

Q: authoritarian
A: libertarian

Q: give
A: take

",sustain,deplete,: : :,False,False,deplete,: : :,False,False,deplete,: : :,False,False,deplete,10,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False,deplete,deplete,False,False
"Q: cut
A: heal

Q: trust
A: mistrust

Q: uneven
A: level

Q: take
A: give

Q: closing
A: opening

Q: begin work
A:","Q: begin work
A:","Q: cut
A: heal

Q: trust
A: mistrust

Q: uneven
A: level

Q: take
A: give

Q: closing
A: opening

",retire,I am a,: : :,False,False,I am a,=:,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,begin work,False,False,I am a,start,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,I am a,False,False,I am a,1.,False,False
"Q: blessed
A: damned

Q: vanish
A: appear

Q: few
A: many

Q: psychological
A: physiological

Q: alkaline
A: acidic

Q: female
A:","Q: female
A:","Q: blessed
A: damned

Q: vanish
A: appear

Q: few
A: many

Q: psychological
A: physiological

Q: alkaline
A: acidic

",male,The female is,male,False,True,The female is,male,False,True,The female is,I'm,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,male,False,True,The female is,male,False,True,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,female,False,False,The female is,"yes, but",False,False,The female is,"yes, but",False,False,The female is,"yes, but",False,False,The female is,"yes, but",False,False,The female is,The female is,False,False,The female is,"yes, but",False,False,The female is,The female is,False,False,The female is,female,False,False,The female is,The female is,False,False,The female is,1.,False,False
"Q: central
A: peripheral

Q: childhood
A: adulthood

Q: charge
A: discharge

Q: boil
A: freeze

Q: integration
A: differentiation

Q: frustrated
A:","Q: frustrated
A:","Q: central
A: peripheral

Q: childhood
A: adulthood

Q: charge
A: discharge

Q: boil
A: freeze

Q: integration
A: differentiation

",satisfied,I'm,11,False,False,I'm,10,False,False,I'm,f:,False,False,I'm,:,False,False,I'm,I'm,False,False,I'm,frustrated,False,False,I'm,yes,False,False,I'm,"yes, but",False,False,I'm,frustrated,False,False,I'm,frustrated,False,False,I'm,frustrated,False,False,I'm,frustrated,False,False,I'm,frustrated,False,False,I'm,frustrated,False,False,I'm,frustrated,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I’m,False,False,I'm,I'm,False,False,I'm,I’m,False,False,I'm,I’m,False,False,I'm,I’m,False,False,I'm,I’m,False,False,I'm,I am sorry,False,False,I'm,I am sorry,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False
"Q: increased
A: reduced

Q: approval
A: disapproval

Q: normal
A: abnormal

Q: interesting
A: boring

Q: all
A: none

Q: external
A:","Q: external
A:","Q: increased
A: reduced

Q: approval
A: disapproval

Q: normal
A: abnormal

Q: interesting
A: boring

Q: all
A: none

",internal,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,10,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,external,False,False,The external is,The external is,False,False,The external is,The only way,False,False,The external is,The only way,False,False,The external is,The external is,False,False,The external is,The only way,False,False,The external is,The external is,False,False,The external is,The external is,False,False,The external is,external,False,False,The external is,The external is,False,False,The external is,The external is,False,False,The external is,The external is,False,False,The external is,The external is,False,False,The external is,The external is,False,False,The external is,The external is,False,False,The external is,external,False,False,The external is,external,False,False,The external is,1.,False,False
"Q: collect
A: distribute

Q: fantastic
A: realistic

Q: obvious
A: elusive

Q: dishonest
A: honest

Q: contingent
A: inevitable

Q: willingness
A:","Q: willingness
A:","Q: collect
A: distribute

Q: fantastic
A: realistic

Q: obvious
A: elusive

Q: dishonest
A: honest

Q: contingent
A: inevitable

",reluctance,The willingness,:::::,False,False,The willingness,: : :,False,False,The willingness,: : :,False,False,The willingness,to be willing,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,I think that,False,False,The willingness,I think it,False,False,The willingness,I think that,False,False,The willingness,I think that,False,False,The willingness,I think that,False,False,The willingness,I think it,False,False,The willingness,willingness,False,False,The willingness,willingness,False,False,The willingness,I think it,False,False,The willingness,I think that,False,False,The willingness,I think it,False,False,The willingness,I think it,False,False,The willingness,willingness,False,False,The willingness,The willingness,False,False,The willingness,1.,False,False
"Q: finale
A: premiere

Q: cursed
A: blessed

Q: rational
A: irrational

Q: obedience
A: disobedience

Q: slippery
A: sticky

Q: applied
A:","Q: applied
A:","Q: finale
A: premiere

Q: cursed
A: blessed

Q: rational
A: irrational

Q: obedience
A: disobedience

Q: slippery
A: sticky

",theoretical,applied,1.,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,I'm,False,False,applied,I'm,False,False,applied,I'm,False,False,applied,I'm,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,applied,False,False,applied,The answer is,False,False,applied,The answer is,False,False,applied,1.,False,False
"Q: contiguous
A: disjointed

Q: location
A: displacement

Q: incredible
A: credible

Q: certain
A: doubtful

Q: answer
A: question

Q: release
A:","Q: release
A:","Q: contiguous
A: disjointed

Q: location
A: displacement

Q: incredible
A: credible

Q: certain
A: doubtful

Q: answer
A: question

",catch,The release is,: : :,False,False,The release is,: : :,False,False,The release is,10,False,False,The release is,10,False,False,The release is,1.,False,False,The release is,1.,False,False,The release is,1.,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,release,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,release,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,release,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,The release is,False,False,The release is,1.,False,False
"Q: minimum
A: maximum

Q: final
A: initial

Q: civil
A: uncivilized

Q: miniature
A: giant

Q: write
A: read

Q: indecent
A:","Q: indecent
A:","Q: minimum
A: maximum

Q: final
A: initial

Q: civil
A: uncivilized

Q: miniature
A: giant

Q: write
A: read

",decent,The word inde,11,False,False,The word inde,10,False,False,The word inde,1.,False,False,The word inde,10,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,indecent,False,False,The word inde,I'm,False,False,The word inde,unseem,False,False,The word inde,The word inde,False,False,The word inde,I think it,False,False,The word inde,"The word """,False,False,The word inde,"The word """,False,False,The word inde,I think it,False,False,The word inde,Indecent,False,False,The word inde,Indecent,False,False,The word inde,Indecent,False,False,The word inde,Indecent,False,False,The word inde,The word inde,False,False,The word inde,The word inde,False,False,The word inde,The word inde,False,False,The word inde,The word inde,False,False,The word inde,The word inde,False,False,The word inde,inappropri,False,False
